Area of Residence,Year,Age at Death,Female,Male,_Total
Wicklow,2015,50 - 54 years,8,14,22
Wicklow,2015,55 - 59 years,20,21,41
Wicklow,2015,60 - 64 years,24,29,53
Wicklow,2015,65 - 69 years,33,44,77
Wicklow,2015,70 - 74 years,34,62,96
Wicklow,2015,75 - 79 years,39,58,97
Wicklow,2015,80 - 84 years,59,66,125
Wicklow,2015,85 years and over,177,90,267
Wicklow,2015,Under 1 year,5,3,8
Wicklow,2016,1 - 4 years,0,1,1
Wicklow,2016,10 - 14 years,1,1,2
Wicklow,2016,15 - 19 years,1,4,5
Wicklow,2016,20 - 24 years,1,2,3
Wicklow,2016,25 - 29 years,1,1,2
Wicklow,2016,30 - 34 years,4,5,9
Wicklow,2016,35 - 39 years,2,6,8
Wicklow,2016,40 - 44 years,3,5,8
Wicklow,2016,45 - 49 years,7,10,17
Wicklow,2016,5 - 9 years,0,0,0
Wicklow,2016,50 - 54 years,10,10,20
Wicklow,2016,55 - 59 years,15,19,34
Wicklow,2016,60 - 64 years,20,23,43
Wicklow,2016,65 - 69 years,25,42,67
Wicklow,2016,70 - 74 years,46,52,98
Wicklow,2016,75 - 79 years,49,62,111
Wicklow,2016,80 - 84 years,56,64,120
Wicklow,2016,85 years and over,186,111,297
Wicklow,2016,Under 1 year,2,4,6
Wicklow,2017,1 - 4 years,1,1,2
Wicklow,2017,10 - 14 years,1,1,2
Wicklow,2017,15 - 19 years,1,4,5
Wicklow,2017,20 - 24 years,1,2,3
Wicklow,2017,25 - 29 years,2,2,4
Wicklow,2017,30 - 34 years,1,6,7
Wicklow,2017,35 - 39 years,1,5,6
Wicklow,2017,40 - 44 years,6,15,21
Wicklow,2017,45 - 49 years,3,5,8
Wicklow,2017,5 - 9 years,0,1,1
Wicklow,2017,50 - 54 years,11,13,24
Wicklow,2017,55 - 59 years,11,28,39
Wicklow,2017,60 - 64 years,21,23,44
Wicklow,2017,65 - 69 years,31,40,71
Wicklow,2017,70 - 74 years,41,65,106
Wicklow,2017,75 - 79 years,39,68,107
Wicklow,2017,80 - 84 years,68,72,140
Wicklow,2017,85 years and over,160,116,276
Wicklow,2017,Under 1 year,5,5,10
Wicklow,2018,1 - 4 years,0,0,0
Wicklow,2018,10 - 14 years,0,1,1
Wicklow,2018,15 - 19 years,1,0,1
Wicklow,2018,20 - 24 years,2,2,4
Wicklow,2018,25 - 29 years,3,3,6
Wicklow,2018,30 - 34 years,7,3,10
Wicklow,2018,35 - 39 years,4,3,7
Wicklow,2018,40 - 44 years,3,5,8
Wicklow,2018,45 - 49 years,4,11,15
Wicklow,2018,5 - 9 years,0,0,0
Wicklow,2018,50 - 54 years,15,8,23
Wicklow,2018,55 - 59 years,17,15,32
Wicklow,2018,60 - 64 years,20,32,52
Wicklow,2018,65 - 69 years,27,45,72
Wicklow,2018,70 - 74 years,41,57,98
Wicklow,2018,75 - 79 years,60,50,110
Wicklow,2018,80 - 84 years,68,72,140
Wicklow,2018,85 years and over,164,123,287
Wicklow,2018,Under 1 year,2,4,6
Wicklow,2019,1 - 4 years,0,0,0
Wicklow,2019,10 - 14 years,0,0,0
Wicklow,2019,15 - 19 years,0,0,0
Wicklow,2019,20 - 24 years,1,2,3
Wicklow,2019,25 - 29 years,1,2,3
Wicklow,2019,30 - 34 years,3,2,5
Wicklow,2019,35 - 39 years,6,4,10
Wicklow,2019,40 - 44 years,8,2,10
Wicklow,2019,45 - 49 years,7,8,15
Wicklow,2019,5 - 9 years,1,1,2
Wicklow,2019,50 - 54 years,11,17,28
Wicklow,2019,55 - 59 years,15,21,36
Wicklow,2019,60 - 64 years,18,28,46
Wicklow,2019,65 - 69 years,21,48,69
Wicklow,2019,70 - 74 years,35,46,81
Wicklow,2019,75 - 79 years,63,69,132
Wicklow,2019,80 - 84 years,66,66,132
Wicklow,2019,85 years and over,191,134,325
Wicklow,2019,Under 1 year,6,2,8
Wicklow,2020,1 - 4 years,0,2,2
Wicklow,2020,10 - 14 years,1,0,1
Wicklow,2020,15 - 19 years,0,0,0
Wicklow,2020,20 - 24 years,1,1,2
Wicklow,2020,25 - 29 years,1,2,3
Wicklow,2020,30 - 34 years,1,3,4
Wicklow,2020,35 - 39 years,3,4,7
Wicklow,2020,40 - 44 years,3,1,4
Wicklow,2020,45 - 49 years,5,4,9
Wicklow,2020,5 - 9 years,1,2,3
Wicklow,2020,50 - 54 years,4,15,19
Wicklow,2020,55 - 59 years,8,13,21
Wicklow,2020,60 - 64 years,20,30,50
Wicklow,2020,65 - 69 years,27,36,63
Wicklow,2020,70 - 74 years,34,62,96
Wicklow,2020,75 - 79 years,54,63,117
Wicklow,2020,80 - 84 years,77,92,169
Wicklow,2020,85 years and over,168,126,294
Wicklow,2020,Under 1 year,1,3,4
Wicklow Town,2007,1 - 4 years,0,0,0
Wicklow Town,2007,10 - 14 years,0,0,0
Wicklow Town,2007,15 - 19 years,0,0,0
Wicklow Town,2007,20 - 24 years,0,0,0
Wicklow Town,2007,25 - 29 years,0,1,1
Wicklow Town,2007,30 - 34 years,0,1,1
Wicklow Town,2007,35 - 39 years,0,0,0
Wicklow Town,2007,40 - 44 years,0,1,1
Wicklow Town,2007,45 - 49 years,0,1,1
Wicklow Town,2007,5 - 9 years,0,0,0
Wicklow Town,2007,50 - 54 years,1,1,2
Wicklow Town,2007,55 - 59 years,0,2,2
Wicklow Town,2007,60 - 64 years,1,2,3
Wicklow Town,2007,65 - 69 years,1,1,2
Wicklow Town,2007,70 - 74 years,3,1,4
Wicklow Town,2007,75 - 79 years,7,5,12
Wicklow Town,2007,80 - 84 years,5,2,7
Wicklow Town,2007,85 years and over,10,4,14
Wicklow Town,2007,Under 1 year,1,1,2
Wicklow Town,2008,1 - 4 years,0,0,0
Wicklow Town,2008,10 - 14 years,0,0,0
Wicklow Town,2008,15 - 19 years,0,0,0
Wicklow Town,2008,20 - 24 years,0,0,0
Wicklow Town,2008,25 - 29 years,0,1,1
Wicklow Town,2008,30 - 34 years,0,1,1
Wicklow Town,2008,35 - 39 years,0,0,0
Wicklow Town,2008,40 - 44 years,0,2,2
Wicklow Town,2008,45 - 49 years,0,1,1
Wicklow Town,2008,5 - 9 years,0,0,0
Wicklow Town,2008,50 - 54 years,1,2,3
Wicklow Town,2008,55 - 59 years,2,1,3
Wicklow Town,2008,60 - 64 years,1,3,4
Wicklow Town,2008,65 - 69 years,1,2,3
Wicklow Town,2008,70 - 74 years,2,2,4
Wicklow Town,2008,75 - 79 years,2,8,10
Wicklow Town,2008,80 - 84 years,3,5,8
Wicklow Town,2008,85 years and over,6,6,12
Wicklow Town,2008,Under 1 year,1,1,2
Wicklow Town,2009,1 - 4 years,0,0,0
Wicklow Town,2009,10 - 14 years,0,0,0
Wicklow Town,2009,15 - 19 years,0,0,0
Wicklow Town,2009,20 - 24 years,0,0,0
Wicklow Town,2009,25 - 29 years,0,1,1
Wicklow Town,2009,30 - 34 years,0,1,1
Wicklow Town,2009,35 - 39 years,0,0,0
Wicklow Town,2009,40 - 44 years,0,2,2
Wicklow Town,2009,45 - 49 years,0,1,1
Wicklow Town,2009,5 - 9 years,0,0,0
Wicklow Town,2009,50 - 54 years,2,1,3
Wicklow Town,2009,55 - 59 years,2,1,3
Wicklow Town,2009,60 - 64 years,1,3,4
Wicklow Town,2009,65 - 69 years,1,4,5
Wicklow Town,2009,70 - 74 years,3,3,6
Wicklow Town,2009,75 - 79 years,1,8,9
Wicklow Town,2009,80 - 84 years,2,7,9
Wicklow Town,2009,85 years and over,10,4,14
Wicklow Town,2009,Under 1 year,1,1,2
Wicklow Town,2010,1 - 4 years,0,0,0
Wicklow Town,2010,10 - 14 years,0,0,0
Wicklow Town,2010,15 - 19 years,0,0,0
Wicklow Town,2010,20 - 24 years,0,0,0
Wicklow Town,2010,25 - 29 years,0,1,1
Wicklow Town,2010,30 - 34 years,0,1,1
Wicklow Town,2010,35 - 39 years,0,0,0
Wicklow Town,2010,40 - 44 years,0,1,1
Wicklow Town,2010,45 - 49 years,0,1,1
Wicklow Town,2010,5 - 9 years,0,0,0
Wicklow Town,2010,50 - 54 years,1,1,2
Wicklow Town,2010,55 - 59 years,2,1,3
Wicklow Town,2010,60 - 64 years,1,3,4
Wicklow Town,2010,65 - 69 years,4,2,6
Wicklow Town,2010,70 - 74 years,3,3,6
Wicklow Town,2010,75 - 79 years,1,5,6
Wicklow Town,2010,80 - 84 years,6,6,12
Wicklow Town,2010,85 years and over,12,4,16
Wicklow Town,2010,Under 1 year,1,1,2
Wicklow Town,2011,1 - 4 years,0,0,0
Wicklow Town,2011,10 - 14 years,0,0,0
Wicklow Town,2011,15 - 19 years,0,1,1
Wicklow Town,2011,20 - 24 years,0,0,0
Wicklow Town,2011,25 - 29 years,0,0,0
Wicklow Town,2011,30 - 34 years,0,0,0
Wicklow Town,2011,35 - 39 years,0,1,1
Wicklow Town,2011,40 - 44 years,1,3,4
Wicklow Town,2011,45 - 49 years,0,1,1
Wicklow Town,2011,5 - 9 years,0,0,0
Wicklow Town,2011,50 - 54 years,1,0,1
Wicklow Town,2011,55 - 59 years,0,3,3
Wicklow Town,2011,60 - 64 years,2,3,5
Wicklow Town,2011,65 - 69 years,4,2,6
Wicklow Town,2011,70 - 74 years,2,4,6
Wicklow Town,2011,75 - 79 years,4,4,8
Wicklow Town,2011,80 - 84 years,2,5,7
Wicklow Town,2011,85 years and over,7,5,12
Wicklow Town,2011,Under 1 year,0,1,1
Wicklow Town,2012,1 - 4 years,0,0,0
Wicklow Town,2012,10 - 14 years,0,0,0
Wicklow Town,2012,15 - 19 years,0,1,1
Wicklow Town,2012,20 - 24 years,0,0,0
Wicklow Town,2012,25 - 29 years,0,1,1
Wicklow Town,2012,30 - 34 years,0,0,0
Wicklow Town,2012,35 - 39 years,0,1,1
Wicklow Town,2012,40 - 44 years,1,1,2
Wicklow Town,2012,45 - 49 years,0,2,2
Wicklow Town,2012,5 - 9 years,0,0,0
Wicklow Town,2012,50 - 54 years,1,1,2
Wicklow Town,2012,55 - 59 years,1,2,3
Wicklow Town,2012,60 - 64 years,2,2,4
Wicklow Town,2012,65 - 69 years,3,2,5
Wicklow Town,2012,70 - 74 years,4,3,7
Wicklow Town,2012,75 - 79 years,1,5,6
Wicklow Town,2012,80 - 84 years,9,4,13
Wicklow Town,2012,85 years and over,9,1,10
Wicklow Town,2012,Under 1 year,0,1,1
Wicklow Town,2013,1 - 4 years,0,0,0
Wicklow Town,2013,10 - 14 years,0,0,0
Wicklow Town,2013,15 - 19 years,0,0,0
Wicklow Town,2013,20 - 24 years,0,0,0
Wicklow Town,2013,25 - 29 years,0,0,0
Wicklow Town,2013,30 - 34 years,0,0,0
Wicklow Town,2013,35 - 39 years,0,0,0
Wicklow Town,2013,40 - 44 years,0,1,1
Wicklow Town,2013,45 - 49 years,1,0,1
Wicklow Town,2013,5 - 9 years,0,0,0
Wicklow Town,2013,50 - 54 years,0,0,0
Wicklow Town,2013,55 - 59 years,1,0,1
Wicklow Town,2013,60 - 64 years,0,0,0
Wicklow Town,2013,65 - 69 years,4,5,9
Wicklow Town,2013,70 - 74 years,3,1,4
Wicklow Town,2013,75 - 79 years,0,4,4
Wicklow Town,2013,80 - 84 years,3,6,9
Wicklow Town,2013,85 years and over,9,5,14
Wicklow Town,2013,Under 1 year,0,0,0
Wicklow Town,2014,1 - 4 years,0,0,0
Wicklow Town,2014,10 - 14 years,0,0,0
Wicklow Town,2014,15 - 19 years,0,0,0
Wicklow Town,2014,20 - 24 years,0,1,1
Wicklow Town,2014,25 - 29 years,0,1,1
Wicklow Town,2014,30 - 34 years,0,0,0
Wicklow Town,2014,35 - 39 years,0,0,0
Wicklow Town,2014,40 - 44 years,0,1,1
Wicklow Town,2014,45 - 49 years,1,0,1
Wicklow Town,2014,5 - 9 years,0,0,0
Wicklow Town,2014,50 - 54 years,0,0,0
Wicklow Town,2014,55 - 59 years,1,0,1
Wicklow Town,2014,60 - 64 years,3,1,4
Wicklow Town,2014,65 - 69 years,1,1,2
Wicklow Town,2014,70 - 74 years,2,4,6
Wicklow Town,2014,75 - 79 years,7,4,11
Wicklow Town,2014,80 - 84 years,5,5,10
Wicklow Town,2014,85 years and over,12,4,16
Wicklow Town,2014,Under 1 year,0,0,0
Wicklow Town,2015,1 - 4 years,0,0,0
Wicklow Town,2015,10 - 14 years,0,0,0
Wicklow Town,2015,15 - 19 years,0,0,0
Wicklow Town,2015,20 - 24 years,0,1,1
Wicklow Town,2015,25 - 29 years,0,1,1
Wicklow Town,2015,30 - 34 years,0,0,0
Wicklow Town,2015,35 - 39 years,0,0,0
Wicklow Town,2015,40 - 44 years,0,1,1
Wicklow Town,2015,45 - 49 years,1,0,1
Wicklow Town,2015,5 - 9 years,0,0,0
Wicklow Town,2015,50 - 54 years,0,0,0
Wicklow Town,2015,55 - 59 years,1,0,1
Wicklow Town,2015,60 - 64 years,3,1,4
Wicklow Town,2015,65 - 69 years,1,1,2
Wicklow Town,2015,70 - 74 years,2,4,6
Wicklow Town,2015,75 - 79 years,7,4,11
Wicklow Town,2015,80 - 84 years,5,5,10
Wicklow Town,2015,85 years and over,12,4,16
Wicklow Town,2015,Under 1 year,0,0,0
Wicklow Town,2016,1 - 4 years,0,0,0
Wicklow Town,2016,10 - 14 years,0,0,0
Wicklow Town,2016,15 - 19 years,0,0,0
Wicklow Town,2016,20 - 24 years,0,1,1
Wicklow Town,2016,25 - 29 years,0,1,1
Wicklow Town,2016,30 - 34 years,0,0,0
Wicklow Town,2016,35 - 39 years,0,0,0
Wicklow Town,2016,40 - 44 years,0,1,1
Wicklow Town,2016,45 - 49 years,1,0,1
Wicklow Town,2016,5 - 9 years,0,0,0
Wicklow Town,2016,50 - 54 years,0,0,0
Wicklow Town,2016,55 - 59 years,1,0,1
Wicklow Town,2016,60 - 64 years,3,1,4
Wicklow Town,2016,65 - 69 years,1,1,2
Wicklow Town,2016,70 - 74 years,2,4,6
Wicklow Town,2016,75 - 79 years,7,4,11
Wicklow Town,2016,80 - 84 years,5,5,10
Wicklow Town,2016,85 years and over,12,4,16
Wicklow Town,2016,Under 1 year,0,0,0
Wicklow Town,2017,1 - 4 years,0,0,0
Wicklow Town,2017,10 - 14 years,0,0,0
Wicklow Town,2017,15 - 19 years,0,0,0
Wicklow Town,2017,20 - 24 years,0,1,1
Wicklow Town,2017,25 - 29 years,0,1,1
Wicklow Town,2017,30 - 34 years,0,0,0
Wicklow Town,2017,35 - 39 years,0,0,0
Wicklow Town,2017,40 - 44 years,0,1,1
Wicklow Town,2017,45 - 49 years,1,0,1
Wicklow Town,2017,5 - 9 years,0,0,0
Wicklow Town,2017,50 - 54 years,2,2,4
Wicklow Town,2017,55 - 59 years,1,1,2
Wicklow Town,2017,60 - 64 years,2,1,3
Wicklow Town,2017,65 - 69 years,1,1,2
Wicklow Town,2017,70 - 74 years,3,1,4
Wicklow Town,2017,75 - 79 years,2,1,3
Wicklow Town,2017,80 - 84 years,3,2,5
Wicklow Town,2017,85 years and over,9,6,15
Wicklow Town,2017,Under 1 year,0,0,0
Wicklow Town,2018,1 - 4 years,0,0,0
Wicklow Town,2018,10 - 14 years,0,0,0
Wicklow Town,2018,15 - 19 years,0,0,0
Wicklow Town,2018,20 - 24 years,0,0,0
Wicklow Town,2018,25 - 29 years,0,0,0
Wicklow Town,2018,30 - 34 years,1,0,1
Wicklow Town,2018,35 - 39 years,1,0,1
Wicklow Town,2018,40 - 44 years,0,0,0
Wicklow Town,2018,45 - 49 years,0,2,2
Wicklow Town,2018,5 - 9 years,0,0,0
Wicklow Town,2018,50 - 54 years,0,0,0
Wicklow Town,2018,55 - 59 years,0,1,1
Wicklow Town,2018,60 - 64 years,2,1,3
Wicklow Town,2018,65 - 69 years,1,1,2
Wicklow Town,2018,70 - 74 years,4,4,8
Wicklow Town,2018,75 - 79 years,9,3,12
Wicklow Town,2018,80 - 84 years,7,3,10
Wicklow Town,2018,85 years and over,6,10,16
Wicklow Town,2018,Under 1 year,0,0,0
Wicklow Town,2019,1 - 4 years,0,0,0
Wicklow Town,2019,10 - 14 years,0,0,0
Wicklow Town,2019,15 - 19 years,0,0,0
Wicklow Town,2019,20 - 24 years,0,0,0
Wicklow Town,2019,25 - 29 years,0,0,0
Wicklow Town,2019,30 - 34 years,1,0,1
Wicklow Town,2019,35 - 39 years,1,0,1
Wicklow Town,2019,40 - 44 years,0,0,0
Wicklow Town,2019,45 - 49 years,0,2,2
Wicklow Town,2019,5 - 9 years,0,0,0
Wicklow Town,2019,50 - 54 years,0,0,0
Wicklow Town,2019,55 - 59 years,0,1,1
Wicklow Town,2019,60 - 64 years,2,1,3
Wicklow Town,2019,65 - 69 years,1,1,2
Wicklow Town,2019,70 - 74 years,4,4,8
Wicklow Town,2019,75 - 79 years,9,3,12
Wicklow Town,2019,80 - 84 years,7,3,10
Wicklow Town,2019,85 years and over,6,10,16
Wicklow Town,2019,Under 1 year,0,0,0
Wicklow Town,2020,1 - 4 years,0,0,0
Wicklow Town,2020,10 - 14 years,0,0,0
Wicklow Town,2020,15 - 19 years,0,0,0
Wicklow Town,2020,20 - 24 years,0,0,0
Wicklow Town,2020,25 - 29 years,0,0,0
Wicklow Town,2020,30 - 34 years,1,0,1
Wicklow Town,2020,35 - 39 years,1,0,1
Wicklow Town,2020,40 - 44 years,0,0,0
Wicklow Town,2020,45 - 49 years,0,2,2
Wicklow Town,2020,5 - 9 years,0,0,0
Wicklow Town,2020,50 - 54 years,0,0,0
Wicklow Town,2020,55 - 59 years,0,1,1
Wicklow Town,2020,60 - 64 years,2,1,3
Wicklow Town,2020,65 - 69 years,1,1,2
Wicklow Town,2020,70 - 74 years,4,4,8
Wicklow Town,2020,75 - 79 years,9,3,12
Wicklow Town,2020,80 - 84 years,7,3,10
Wicklow Town,2020,85 years and over,6,10,16
Wicklow Town,2020,Under 1 year,0,0,0
Youghal Town,2007,1 - 4 years,0,0,0
Youghal Town,2007,10 - 14 years,0,0,0
Youghal Town,2007,15 - 19 years,0,0,0
Youghal Town,2007,20 - 24 years,0,0,0
Youghal Town,2007,25 - 29 years,0,1,1
Youghal Town,2007,30 - 34 years,0,0,0
Youghal Town,2007,35 - 39 years,0,0,0
Youghal Town,2007,40 - 44 years,0,0,0
Youghal Town,2007,45 - 49 years,1,0,1
Youghal Town,2007,5 - 9 years,0,0,0
Youghal Town,2007,50 - 54 years,1,2,3
Youghal Town,2007,55 - 59 years,2,3,5
Youghal Town,2007,60 - 64 years,3,4,7
Youghal Town,2007,65 - 69 years,2,1,3
Youghal Town,2007,70 - 74 years,4,1,5
Youghal Town,2007,75 - 79 years,5,11,16
Youghal Town,2007,80 - 84 years,6,3,9
Youghal Town,2007,85 years and over,5,6,11
Youghal Town,2007,Under 1 year,0,0,0
Youghal Town,2008,1 - 4 years,0,0,0
Youghal Town,2008,10 - 14 years,0,0,0
Youghal Town,2008,15 - 19 years,0,0,0
Youghal Town,2008,20 - 24 years,0,0,0
Youghal Town,2008,25 - 29 years,0,1,1
Youghal Town,2008,30 - 34 years,0,0,0
Youghal Town,2008,35 - 39 years,0,0,0
Youghal Town,2008,40 - 44 years,1,1,2
Youghal Town,2008,45 - 49 years,1,1,2
Youghal Town,2008,5 - 9 years,0,0,0
Youghal Town,2008,50 - 54 years,1,2,3
Youghal Town,2008,55 - 59 years,1,3,4
Youghal Town,2008,60 - 64 years,2,4,6
Youghal Town,2008,65 - 69 years,1,5,6
Youghal Town,2008,70 - 74 years,2,1,3
Youghal Town,2008,75 - 79 years,1,4,5
Youghal Town,2008,80 - 84 years,4,4,8
Youghal Town,2008,85 years and over,11,2,13
Youghal Town,2008,Under 1 year,0,1,1
Youghal Town,2009,1 - 4 years,0,0,0
Youghal Town,2009,10 - 14 years,0,0,0
Youghal Town,2009,15 - 19 years,0,0,0
Youghal Town,2009,20 - 24 years,0,0,0
Youghal Town,2009,25 - 29 years,0,1,1
Youghal Town,2009,30 - 34 years,2,0,2
Youghal Town,2009,35 - 39 years,0,0,0
Youghal Town,2009,40 - 44 years,1,1,2
Youghal Town,2009,45 - 49 years,1,2,3
Youghal Town,2009,5 - 9 years,0,0,0
Youghal Town,2009,50 - 54 years,1,2,3
Youghal Town,2009,55 - 59 years,1,1,2
Youghal Town,2009,60 - 64 years,2,3,5
Youghal Town,2009,65 - 69 years,1,1,2
Youghal Town,2009,70 - 74 years,2,1,3
Youghal Town,2009,75 - 79 years,4,2,6
Youghal Town,2009,80 - 84 years,2,3,5
Youghal Town,2009,85 years and over,4,4,8
Youghal Town,2009,Under 1 year,0,1,1
Youghal Town,2010,1 - 4 years,1,0,1
Youghal Town,2010,10 - 14 years,0,0,0
Youghal Town,2010,15 - 19 years,0,0,0
Youghal Town,2010,20 - 24 years,0,0,0
Youghal Town,2010,25 - 29 years,0,1,1
Youghal Town,2010,30 - 34 years,2,0,2
Youghal Town,2010,35 - 39 years,0,1,1
Youghal Town,2010,40 - 44 years,1,1,2
Youghal Town,2010,45 - 49 years,1,2,3
Youghal Town,2010,5 - 9 years,0,0,0
Youghal Town,2010,50 - 54 years,1,1,2
Youghal Town,2010,55 - 59 years,1,2,3
Youghal Town,2010,60 - 64 years,2,1,3
Youghal Town,2010,65 - 69 years,1,2,3
Youghal Town,2010,70 - 74 years,2,1,3
Youghal Town,2010,75 - 79 years,2,1,3
Youghal Town,2010,80 - 84 years,1,3,4
Youghal Town,2010,85 years and over,4,1,5
Youghal Town,2010,Under 1 year,0,1,1
Youghal Town,2011,1 - 4 years,0,0,0
Youghal Town,2011,10 - 14 years,0,0,0
Youghal Town,2011,15 - 19 years,0,0,0
Youghal Town,2011,20 - 24 years,0,0,0
Youghal Town,2011,25 - 29 years,0,2,2
Youghal Town,2011,30 - 34 years,0,3,3
Youghal Town,2011,35 - 39 years,0,0,0
Youghal Town,2011,40 - 44 years,3,1,4
Youghal Town,2011,45 - 49 years,0,1,1
Youghal Town,2011,5 - 9 years,0,0,0
Youghal Town,2011,50 - 54 years,1,1,2
Youghal Town,2011,55 - 59 years,0,2,2
Youghal Town,2011,60 - 64 years,1,2,3
Youghal Town,2011,65 - 69 years,4,7,11
Youghal Town,2011,70 - 74 years,2,3,5
Youghal Town,2011,75 - 79 years,1,3,4
Youghal Town,2011,80 - 84 years,2,3,5
Youghal Town,2011,85 years and over,11,4,15
Youghal Town,2011,Under 1 year,0,0,0
Youghal Town,2012,1 - 4 years,0,0,0
Youghal Town,2012,10 - 14 years,0,0,0
Youghal Town,2012,15 - 19 years,0,0,0
Youghal Town,2012,20 - 24 years,1,0,1
Youghal Town,2012,25 - 29 years,0,2,2
Youghal Town,2012,30 - 34 years,0,3,3
Youghal Town,2012,35 - 39 years,0,1,1
Youghal Town,2012,40 - 44 years,3,2,5
Youghal Town,2012,45 - 49 years,0,1,1
Youghal Town,2012,5 - 9 years,0,0,0
Youghal Town,2012,50 - 54 years,1,3,4
Youghal Town,2012,55 - 59 years,1,2,3
Youghal Town,2012,60 - 64 years,1,3,4
Youghal Town,2012,65 - 69 years,2,6,8
Youghal Town,2012,70 - 74 years,1,3,4
Youghal Town,2012,75 - 79 years,9,3,12
Youghal Town,2012,80 - 84 years,5,9,14
Youghal Town,2012,85 years and over,15,13,28
Youghal Town,2012,Under 1 year,0,0,0
Youghal Town,2013,1 - 4 years,0,0,0
Youghal Town,2013,10 - 14 years,0,1,1
Youghal Town,2013,15 - 19 years,0,0,0
Youghal Town,2013,20 - 24 years,0,0,0
Youghal Town,2013,25 - 29 years,0,0,0
Youghal Town,2013,30 - 34 years,1,1,2
Youghal Town,2013,35 - 39 years,0,2,2
Youghal Town,2013,40 - 44 years,1,3,4
Youghal Town,2013,45 - 49 years,1,0,1
Youghal Town,2013,5 - 9 years,0,0,0
Youghal Town,2013,50 - 54 years,0,0,0
Youghal Town,2013,55 - 59 years,1,1,2
Youghal Town,2013,60 - 64 years,1,2,3
Youghal Town,2013,65 - 69 years,1,3,4
Youghal Town,2013,70 - 74 years,4,2,6
Youghal Town,2013,75 - 79 years,4,3,7
Youghal Town,2013,80 - 84 years,5,5,10
Youghal Town,2013,85 years and over,13,4,17
Youghal Town,2013,Under 1 year,0,0,0
Youghal Town,2014,1 - 4 years,0,0,0
Youghal Town,2014,10 - 14 years,0,1,1
Youghal Town,2014,15 - 19 years,0,0,0
Youghal Town,2014,20 - 24 years,0,1,1
Youghal Town,2014,25 - 29 years,0,0,0
Youghal Town,2014,30 - 34 years,1,2,3
Youghal Town,2014,35 - 39 years,0,1,1
Youghal Town,2014,40 - 44 years,1,3,4
Youghal Town,2014,45 - 49 years,2,0,2
Youghal Town,2014,5 - 9 years,0,0,0
Youghal Town,2014,50 - 54 years,0,2,2
Youghal Town,2014,55 - 59 years,1,2,3
Youghal Town,2014,60 - 64 years,1,3,4
Youghal Town,2014,65 - 69 years,5,6,11
Youghal Town,2014,70 - 74 years,3,2,5
Youghal Town,2014,75 - 79 years,5,1,6
Youghal Town,2014,80 - 84 years,5,4,9
Youghal Town,2014,85 years and over,10,8,18
Youghal Town,2014,Under 1 year,0,0,0
Youghal Town,2015,1 - 4 years,0,0,0
Youghal Town,2015,10 - 14 years,0,1,1
Youghal Town,2015,15 - 19 years,0,0,0
Youghal Town,2015,20 - 24 years,0,1,1
Youghal Town,2015,25 - 29 years,0,0,0
Youghal Town,2015,30 - 34 years,1,2,3
Youghal Town,2015,35 - 39 years,0,1,1
Youghal Town,2015,40 - 44 years,1,3,4
Youghal Town,2015,45 - 49 years,2,0,2
Youghal Town,2015,5 - 9 years,0,0,0
Youghal Town,2015,50 - 54 years,0,2,2
Youghal Town,2015,55 - 59 years,1,2,3
Youghal Town,2015,60 - 64 years,1,3,4
Youghal Town,2015,65 - 69 years,5,6,11
Youghal Town,2015,70 - 74 years,3,2,5
Youghal Town,2015,75 - 79 years,5,1,6
Youghal Town,2015,80 - 84 years,5,4,9
Youghal Town,2015,85 years and over,10,8,18
Youghal Town,2015,Under 1 year,0,0,0
Youghal Town,2016,1 - 4 years,0,0,0
Youghal Town,2016,10 - 14 years,0,1,1
Youghal Town,2016,15 - 19 years,0,0,0
Youghal Town,2016,20 - 24 years,0,1,1
Youghal Town,2016,25 - 29 years,0,0,0
Youghal Town,2016,30 - 34 years,1,2,3
Youghal Town,2016,35 - 39 years,0,1,1
Youghal Town,2016,40 - 44 years,1,3,4
Youghal Town,2016,45 - 49 years,2,0,2
Youghal Town,2016,5 - 9 years,0,0,0
Youghal Town,2016,50 - 54 years,0,2,2
Youghal Town,2016,55 - 59 years,1,2,3
Youghal Town,2016,60 - 64 years,1,3,4
Youghal Town,2016,65 - 69 years,5,6,11
Youghal Town,2016,70 - 74 years,3,2,5
Youghal Town,2016,75 - 79 years,5,1,6
Youghal Town,2016,80 - 84 years,5,4,9
Youghal Town,2016,85 years and over,10,8,18
Youghal Town,2016,Under 1 year,0,0,0
Youghal Town,2017,1 - 4 years,0,0,0
Youghal Town,2017,10 - 14 years,0,1,1
Youghal Town,2017,15 - 19 years,0,0,0
Youghal Town,2017,20 - 24 years,0,1,1
Youghal Town,2017,25 - 29 years,0,1,1
Youghal Town,2017,30 - 34 years,1,2,3
Youghal Town,2017,35 - 39 years,0,1,1
Youghal Town,2017,40 - 44 years,1,3,4
Youghal Town,2017,45 - 49 years,2,1,3
Youghal Town,2017,5 - 9 years,0,0,0
Youghal Town,2017,50 - 54 years,0,1,1
Youghal Town,2017,55 - 59 years,2,2,4
Youghal Town,2017,60 - 64 years,4,2,6
Youghal Town,2017,65 - 69 years,4,3,7
Youghal Town,2017,70 - 74 years,2,2,4
Youghal Town,2017,75 - 79 years,4,7,11
Youghal Town,2017,80 - 84 years,10,4,14
Youghal Town,2017,85 years and over,7,12,19
Youghal Town,2017,Under 1 year,0,0,0
